date,home_team,away_team,home_score,away_score
2015-05-11,Chicago Cubs,New York Mets,3,4
2015-05-11,Cincinnati Reds,Atlanta Braves,2,1
2015-05-11,Los Angeles Dodgers,Miami Marlins,3,5
2015-05-11,Milwaukee Brewers,Chicago White Sox,7,0
2015-05-11,Oakland Athletics,Boston Red Sox,5,4
2015-05-11,Philadelphia Phillies,Pittsburgh Pirates,4,3
2015-05-11,Tampa Bay Rays,New York Yankees,1,5
2015-05-11,Texas Rangers,Kansas City Royals,2,8
2015-05-12,LA Angels of Anaheim,Colorado Rockies,2,5
2015-05-12,Arizona D'Backs,Washington Nationals,6,4
2015-05-12,Baltimore Orioles,Toronto Blue Jays,1,2
2015-05-12,Chicago Cubs,New York Mets,1,6
2015-05-12,Cincinnati Reds,Atlanta Braves,3,4
2015-05-12,Cleveland Indians,St. Louis Cardinals,8,3
2015-05-12,Detroit Tigers,Minnesota Twins,1,2
2015-05-12,Houston Astros,San Francisco Giants,8,1
2015-05-12,Los Angeles Dodgers,Miami Marlins,1,1
2015-05-12,Milwaukee Brewers,Chicago White Sox,4,2
2015-05-12,Oakland Athletics,Boston Red Sox,2,9
2015-05-12,Philadelphia Phillies,Pittsburgh Pirates,7,2
2015-05-12,Seattle Mariners,San Diego Padres,4,1
2015-05-12,Tampa Bay Rays,New York Yankees,2,4
2015-05-12,Texas Rangers,Kansas City Royals,7,6
2015-05-13,LA Angels of Anaheim,Colorado Rockies,1,2
2015-05-13,Arizona D'Backs,Washington Nationals,9,6
2015-05-13,Baltimore Orioles,Toronto Blue Jays,1,6
2015-05-13,Chicago Cubs,New York Mets,1,2
2015-05-13,Cincinnati Reds,Atlanta Braves,1,5
2015-05-13,Cleveland Indians,St. Louis Cardinals,0,2
2015-05-13,Detroit Tigers,Minnesota Twins,6,2
2015-05-13,Houston Astros,San Francisco Giants,3,4
2015-05-13,Los Angeles Dodgers,Miami Marlins,5,4
2015-05-13,Milwaukee Brewers,Chicago White Sox,4,2
2015-05-13,Oakland Athletics,Boston Red Sox,2,0
2015-05-13,Philadelphia Phillies,Pittsburgh Pirates,2,3
2015-05-13,Seattle Mariners,San Diego Padres,4,2
2015-05-13,Tampa Bay Rays,New York Yankees,2,3
2015-05-13,Texas Rangers,Kansas City Royals,2,5
2015-05-14,Chicago Cubs,New York Mets,5,6
2015-05-14,Cincinnati Reds,San Francisco Giants,3,4
2015-05-14,Cleveland Indians,St. Louis Cardinals,2,1
2015-05-14,Detroit Tigers,Minnesota Twins,1,3
2015-05-14,Houston Astros,Toronto Blue Jays,4,6
2015-05-14,Los Angeles Dodgers,Colorado Rockies,5,4
2015-05-14,Philadelphia Phillies,Pittsburgh Pirates,2,4
2015-05-14,San Diego Padres,Washington Nationals,3,8
2015-05-14,Seattle Mariners,Boston Red Sox,2,1
2015-05-14,Tampa Bay Rays,New York Yankees,1,6
2015-05-14,Texas Rangers,Kansas City Royals,6,3
2015-05-15,Baltimore Orioles,LA Angels of Anaheim,3,1
2015-05-15,Chicago Cubs,Pittsburgh Pirates,1,1
2015-05-15,Cincinnati Reds,San Francisco Giants,1,2
2015-05-15,Houston Astros,Toronto Blue Jays,4,8
2015-05-15,Kansas City Royals,New York Yankees,1,2
2015-05-15,Los Angeles Dodgers,Colorado Rockies,4,6
2015-05-15,Miami Marlins,Atlanta Braves,5,3
2015-05-15,Minnesota Twins,Tampa Bay Rays,2,3
2015-05-15,New York Mets,Milwaukee Brewers,7,0
2015-05-15,Oakland Athletics,Chicago White Sox,7,6
2015-05-15,Philadelphia Phillies,Arizona D'Backs,3,4
2015-05-15,San Diego Padres,Washington Nationals,1,0
2015-05-15,Seattle Mariners,Boston Red Sox,1,2
2015-05-15,St. Louis Cardinals,Detroit Tigers,1,4
2015-05-15,Texas Rangers,Cleveland Indians,8,3
2015-05-16,Baltimore Orioles,LA Angels of Anaheim,6,1
2015-05-16,Chicago Cubs,Pittsburgh Pirates,1,4
2015-05-16,Cincinnati Reds,San Francisco Giants,1,2
2015-05-16,Houston Astros,Toronto Blue Jays,5,6
2015-05-16,Kansas City Royals,New York Yankees,5,1
2015-05-16,Los Angeles Dodgers,Colorado Rockies,7,1
2015-05-16,Miami Marlins,Atlanta Braves,5,3
2015-05-16,Minnesota Twins,Tampa Bay Rays,4,6
2015-05-16,New York Mets,Milwaukee Brewers,1,4
2015-05-16,Oakland Athletics,Chicago White Sox,4,3
2015-05-16,Philadelphia Phillies,Arizona D'Backs,5,7
2015-05-16,San Diego Padres,Washington Nationals,4,1
2015-05-16,Seattle Mariners,Boston Red Sox,4,2
2015-05-16,St. Louis Cardinals,Detroit Tigers,4,3
2015-05-16,Texas Rangers,Cleveland Indians,1,8
2015-05-17,Baltimore Orioles,LA Angels of Anaheim,0,3
2015-05-17,Chicago Cubs,Pittsburgh Pirates,3,0
2015-05-17,Cincinnati Reds,San Francisco Giants,9,8
2015-05-17,Houston Astros,Toronto Blue Jays,2,4
2015-05-17,Kansas City Royals,New York Yankees,0,6
2015-05-17,Los Angeles Dodgers,Colorado Rockies,0,1
2015-05-17,Miami Marlins,Atlanta Braves,6,0
2015-05-17,Minnesota Twins,Tampa Bay Rays,1,3
2015-05-17,New York Mets,Milwaukee Brewers,1,5
2015-05-17,Oakland Athletics,Chicago White Sox,7,3
2015-05-17,Philadelphia Phillies,Arizona D'Backs,0,6
2015-05-17,San Diego Padres,Washington Nationals,1,5
2015-05-17,Seattle Mariners,Boston Red Sox,0,5
2015-05-17,St. Louis Cardinals,Detroit Tigers,1,2
2015-05-17,Texas Rangers,Cleveland Indians,1,5
2015-05-18,Chicago White Sox,Cleveland Indians,1,2
2015-05-18,Colorado Rockies,Philadelphia Phillies,4,3
2015-05-18,Detroit Tigers,Milwaukee Brewers,3,2
2015-05-18,Houston Astros,Oakland Athletics,2,1
2015-05-18,Miami Marlins,Arizona D'Backs,3,2
2015-05-18,New York Mets,St. Louis Cardinals,1,2
2015-05-18,Toronto Blue Jays,LA Angels of Anaheim,6,0
2015-05-19,Atlanta Braves,Tampa Bay Rays,5,3
2015-05-19,Baltimore Orioles,Seattle Mariners,4,9
2015-05-19,Boston Red Sox,Texas Rangers,3,4
2015-05-19,Chicago White Sox,Cleveland Indians,3,1
2015-05-19,Colorado Rockies,Philadelphia Phillies,5,6
2015-05-19,Detroit Tigers,Milwaukee Brewers,8,1
2015-05-19,Houston Astros,Oakland Athletics,4,6
2015-05-19,Kansas City Royals,Cincinnati Reds,0,3
2015-05-19,Miami Marlins,Arizona D'Backs,4,2
2015-05-19,New York Mets,St. Louis Cardinals,1,2
2015-05-19,Pittsburgh Pirates,Minnesota Twins,8,5
2015-05-19,San Diego Padres,Chicago Cubs,3,4
2015-05-19,San Francisco Giants,Los Angeles Dodgers,0,2
2015-05-19,Toronto Blue Jays,LA Angels of Anaheim,3,2
2015-05-19,Washington Nationals,New York Yankees,6,8
2015-05-20,Atlanta Braves,Tampa Bay Rays,1,2
2015-05-20,Baltimore Orioles,Seattle Mariners,4,2
2015-05-20,Boston Red Sox,Texas Rangers,2,1
2015-05-20,Chicago White Sox,Cleveland Indians,4,3
2015-05-20,Colorado Rockies,Philadelphia Phillies,4,2
2015-05-20,Detroit Tigers,Milwaukee Brewers,2,5
2015-05-20,Houston Astros,Oakland Athletics,1,6
2015-05-20,Kansas City Royals,Cincinnati Reds,1,7
2015-05-20,Miami Marlins,Arizona D'Backs,6,1
2015-05-20,New York Mets,St. Louis Cardinals,9,0
2015-05-20,Pittsburgh Pirates,Minnesota Twins,4,3
2015-05-20,San Diego Padres,Chicago Cubs,3,2
2015-05-20,San Francisco Giants,Los Angeles Dodgers,0,4
2015-05-20,Toronto Blue Jays,LA Angels of Anaheim,4,3
2015-05-20,Washington Nationals,New York Yankees,2,3
2015-05-21,Atlanta Braves,Milwaukee Brewers,1,0
2015-05-21,Baltimore Orioles,Seattle Mariners,4,5
2015-05-21,Boston Red Sox,Texas Rangers,3,1
2015-05-21,Chicago White Sox,Cleveland Indians,5,2
2015-05-21,Colorado Rockies,Philadelphia Phillies,3,7
2015-05-21,Detroit Tigers,Houston Astros,5,6
2015-05-21,Miami Marlins,Arizona D'Backs,7,6
2015-05-21,New York Mets,St. Louis Cardinals,0,5
2015-05-21,San Diego Padres,Chicago Cubs,3,0
2015-05-21,San Francisco Giants,Los Angeles Dodgers,0,4
2015-05-21,Tampa Bay Rays,Oakland Athletics,0,3
2015-05-21,Toronto Blue Jays,LA Angels of Anaheim,4,8
2015-05-22,Arizona D'Backs,Chicago Cubs,4,5
2015-05-22,Atlanta Braves,Milwaukee Brewers,1,0
2015-05-22,Boston Red Sox,LA Angels of Anaheim,1,5
2015-05-22,Chicago White Sox,Minnesota Twins,2,3
2015-05-22,Cleveland Indians,Cincinnati Reds,3,7
2015-05-22,Colorado Rockies,San Francisco Giants,1,8
2015-05-22,Detroit Tigers,Houston Astros,2,6
2015-05-22,Kansas City Royals,St. Louis Cardinals,0,5
2015-05-22,Los Angeles Dodgers,San Diego Padres,1,2
2015-05-22,Miami Marlins,Baltimore Orioles,8,5
2015-05-22,New York Yankees,Texas Rangers,1,9
2015-05-22,Pittsburgh Pirates,New York Mets,1,4
2015-05-22,Tampa Bay Rays,Oakland Athletics,2,5
2015-05-22,Toronto Blue Jays,Seattle Mariners,4,3
2015-05-22,Washington Nationals,Philadelphia Phillies,1,2
2015-05-23,Arizona D'Backs,Chicago Cubs,9,6
2015-05-23,Atlanta Braves,Milwaukee Brewers,2,3
2015-05-23,Boston Red Sox,LA Angels of Anaheim,3,8
2015-05-23,Chicago White Sox,Minnesota Twins,4,3
2015-05-23,Cleveland Indians,Cincinnati Reds,1,2
2015-05-23,Colorado Rockies,San Francisco Giants,1,8
2015-05-23,Colorado Rockies,San Francisco Giants,3,5
2015-05-23,Detroit Tigers,Houston Astros,3,2
2015-05-23,Kansas City Royals,St. Louis Cardinals,2,3
2015-05-23,Los Angeles Dodgers,San Diego Padres,0,2
2015-05-23,Miami Marlins,Baltimore Orioles,0,1
2015-05-23,New York Yankees,Texas Rangers,1,4
2015-05-23,Pittsburgh Pirates,New York Mets,2,8
2015-05-23,Tampa Bay Rays,Oakland Athletics,5,0
2015-05-23,Toronto Blue Jays,Seattle Mariners,3,2
2015-05-23,Washington Nationals,Philadelphia Phillies,8,1
2015-05-24,Arizona D'Backs,Chicago Cubs,3,4
2015-05-24,Atlanta Braves,Milwaukee Brewers,1,2
2015-05-24,Boston Red Sox,LA Angels of Anaheim,1,6
2015-05-24,Chicago White Sox,Minnesota Twins,8,1
2015-05-24,Cleveland Indians,Cincinnati Reds,2,5
2015-05-24,Colorado Rockies,San Francisco Giants,2,1
2015-05-24,Detroit Tigers,Houston Astros,1,8
2015-05-24,Kansas City Royals,St. Louis Cardinals,6,1
2015-05-24,Los Angeles Dodgers,San Diego Padres,1,3
2015-05-24,Miami Marlins,Baltimore Orioles,2,5
2015-05-24,New York Yankees,Texas Rangers,5,2
2015-05-24,Pittsburgh Pirates,New York Mets,1,9
2015-05-24,Tampa Bay Rays,Oakland Athletics,7,2
2015-05-24,Toronto Blue Jays,Seattle Mariners,2,8
2015-05-24,Washington Nationals,Philadelphia Phillies,1,4
2015-05-25,LA Angels of Anaheim,San Diego Padres,3,4
2015-05-25,Baltimore Orioles,Houston Astros,3,4
2015-05-25,Chicago Cubs,Washington Nationals,2,1
2015-05-25,Cincinnati Reds,Colorado Rockies,5,4
2015-05-25,Cleveland Indians,Texas Rangers,1,8
2015-05-25,Los Angeles Dodgers,Atlanta Braves,3,6
2015-05-25,Milwaukee Brewers,San Francisco Giants,8,4
2015-05-25,Minnesota Twins,Boston Red Sox,2,7
2015-05-25,New York Yankees,Kansas City Royals,1,4
2015-05-25,New York Mets,Philadelphia Phillies,3,6
2015-05-25,Oakland Athletics,Detroit Tigers,0,4
2015-05-25,Pittsburgh Pirates,Miami Marlins,2,4
2015-05-25,St. Louis Cardinals,Arizona D'Backs,2,3
2015-05-25,Tampa Bay Rays,Seattle Mariners,4,1
2015-05-25,Toronto Blue Jays,Chicago White Sox,0,6
2015-05-26,LA Angels of Anaheim,San Diego Padres,4,0
2015-05-26,Baltimore Orioles,Houston Astros,4,1
2015-05-26,Chicago Cubs,Washington Nationals,2,3
2015-05-26,Cincinnati Reds,Colorado Rockies,1,2
2015-05-26,Cleveland Indians,Texas Rangers,4,3
2015-05-26,Los Angeles Dodgers,Atlanta Braves,0,8
2015-05-26,Milwaukee Brewers,San Francisco Giants,6,3
2015-05-26,Minnesota Twins,Boston Red Sox,1,2
2015-05-26,New York Yankees,Kansas City Royals,1,5
2015-05-26,New York Mets,Philadelphia Phillies,4,5
2015-05-26,Oakland Athletics,Detroit Tigers,1,0
2015-05-26,Pittsburgh Pirates,Miami Marlins,1,5
2015-05-26,St. Louis Cardinals,Arizona D'Backs,4,6
2015-05-26,Tampa Bay Rays,Seattle Mariners,7,6
2015-05-26,Toronto Blue Jays,Chicago White Sox,9,0
2015-05-27,LA Angels of Anaheim,San Diego Padres,5,4
2015-05-27,Baltimore Orioles,Houston Astros,4,5
2015-05-27,Chicago Cubs,Washington Nationals,3,0
2015-05-27,Cincinnati Reds,Colorado Rockies,6,4
2015-05-27,Cleveland Indians,Texas Rangers,3,2
2015-05-27,Los Angeles Dodgers,Atlanta Braves,3,2
2015-05-27,Milwaukee Brewers,San Francisco Giants,3,1
2015-05-27,Minnesota Twins,Boston Red Sox,4,6
2015-05-27,New York Yankees,Kansas City Royals,2,4
2015-05-27,New York Mets,Philadelphia Phillies,0,7
2015-05-27,Oakland Athletics,Detroit Tigers,3,2
2015-05-27,Pittsburgh Pirates,Miami Marlins,2,5
2015-05-27,St. Louis Cardinals,Arizona D'Backs,3,4
2015-05-27,Tampa Bay Rays,Seattle Mariners,3,0
2015-05-27,Toronto Blue Jays,Chicago White Sox,5,3
2015-05-28,LA Angels of Anaheim,Detroit Tigers,2,2
2015-05-28,Baltimore Orioles,Chicago White Sox,3,2
2015-05-28,Baltimore Orioles,Chicago White Sox,3,6
2015-05-28,Oakland Athletics,New York Yankees,4,5
2015-05-28,San Diego Padres,Pittsburgh Pirates,1,5
2015-05-28,Seattle Mariners,Cleveland Indians,5,3
2015-05-28,San Francisco Giants,Atlanta Braves,0,7
2015-05-28,Texas Rangers,Boston Red Sox,5,1
2015-05-29,LA Angels of Anaheim,Detroit Tigers,0,2
2015-05-29,Baltimore Orioles,Tampa Bay Rays,1,2
2015-05-29,Chicago Cubs,Kansas City Royals,8,4
2015-05-29,Cincinnati Reds,Washington Nationals,2,5
2015-05-29,Houston Astros,Chicago White Sox,6,3
2015-05-29,Milwaukee Brewers,Arizona D'Backs,7,5
2015-05-29,Minnesota Twins,Toronto Blue Jays,6,4
2015-05-29,New York Mets,Miami Marlins,4,3
2015-05-29,Oakland Athletics,New York Yankees,2,6
2015-05-29,Philadelphia Phillies,Colorado Rockies,4,1
2015-05-29,San Diego Padres,Pittsburgh Pirates,2,6
2015-05-29,Seattle Mariners,Cleveland Indians,1,2
2015-05-29,San Francisco Giants,Atlanta Braves,2,4
2015-05-29,St. Louis Cardinals,Los Angeles Dodgers,0,3
2015-05-29,Texas Rangers,Boston Red Sox,4,7
2015-05-30,LA Angels of Anaheim,Detroit Tigers,6,8
2015-05-30,Baltimore Orioles,Tampa Bay Rays,3,0
2015-05-30,Cincinnati Reds,Washington Nationals,5,8
2015-05-30,Houston Astros,Chicago White Sox,0,3
2015-05-30,Milwaukee Brewers,Arizona D'Backs,7,3
2015-05-30,Minnesota Twins,Toronto Blue Jays,2,3
2015-05-30,New York Mets,Miami Marlins,9,5
2015-05-30,Oakland Athletics,New York Yankees,5,3
2015-05-30,Philadelphia Phillies,Colorado Rockies,5,2
2015-05-30,San Diego Padres,Pittsburgh Pirates,5,2
2015-05-30,Seattle Mariners,Cleveland Indians,4,3
2015-05-30,San Francisco Giants,Atlanta Braves,8,0
2015-05-30,St. Louis Cardinals,Los Angeles Dodgers,5,1
2015-05-30,Texas Rangers,Boston Red Sox,0,8
2015-05-31,LA Angels of Anaheim,Detroit Tigers,2,4
2015-05-31,Baltimore Orioles,Tampa Bay Rays,9,5
2015-05-31,Chicago Cubs,Kansas City Royals,1,2
2015-05-31,Cincinnati Reds,Washington Nationals,2,8
2015-05-31,Houston Astros,Chicago White Sox,6,0
2015-05-31,Milwaukee Brewers,Arizona D'Backs,6,7
2015-05-31,Minnesota Twins,Toronto Blue Jays,5,6
2015-05-31,New York Mets,Miami Marlins,3,4
2015-05-31,Oakland Athletics,New York Yankees,0,3
2015-05-31,Philadelphia Phillies,Colorado Rockies,4,1
2015-05-31,San Diego Padres,Pittsburgh Pirates,1,7
2015-05-31,Seattle Mariners,Cleveland Indians,6,3
2015-05-31,San Francisco Giants,Atlanta Braves,7,5
2015-05-31,St. Louis Cardinals,Los Angeles Dodgers,1,3
2015-05-31,Texas Rangers,Boston Red Sox,3,4
2015-06-01,LA Angels of Anaheim,Tampa Bay Rays,3,7
2015-06-01,Arizona D'Backs,Atlanta Braves,8,1
2015-06-01,Colorado Rockies,Los Angeles Dodgers,1,4
2015-06-01,Houston Astros,Baltimore Orioles,2,5
2015-06-01,Miami Marlins,Chicago Cubs,5,1
2015-06-01,San Diego Padres,New York Mets,7,0
2015-06-01,Seattle Mariners,New York Yankees,7,2
2015-06-01,San Francisco Giants,Pittsburgh Pirates,4,3
2015-06-01,St. Louis Cardinals,Milwaukee Brewers,1,0
2015-06-02,LA Angels of Anaheim,Tampa Bay Rays,6,1
2015-06-02,Arizona D'Backs,Atlanta Braves,6,7
2015-06-02,Boston Red Sox,Minnesota Twins,0,1
2015-06-02,Colorado Rockies,Los Angeles Dodgers,3,6
2015-06-02,Colorado Rockies,Los Angeles Dodgers,9,8
2015-06-02,Detroit Tigers,Oakland Athletics,5,3
2015-06-02,Houston Astros,Baltimore Orioles,4,6
2015-06-02,Kansas City Royals,Cleveland Indians,2,1
2015-06-02,Miami Marlins,Chicago Cubs,2,5
2015-06-02,Philadelphia Phillies,Cincinnati Reds,4,5
2015-06-02,San Diego Padres,New York Mets,2,7
2015-06-02,Seattle Mariners,New York Yankees,5,3
2015-06-02,San Francisco Giants,Pittsburgh Pirates,7,4
2015-06-02,St. Louis Cardinals,Milwaukee Brewers,0,1
2015-06-02,Texas Rangers,Chicago White Sox,2,5
2015-06-02,Washington Nationals,Toronto Blue Jays,0,2
2015-06-02,Washington Nationals,Toronto Blue Jays,7,3
2015-06-03,LA Angels of Anaheim,Tampa Bay Rays,6,5
2015-06-03,Arizona D'Backs,Atlanta Braves,8,9
2015-06-03,Boston Red Sox,Minnesota Twins,3,6
2015-06-03,Boston Red Sox,Minnesota Twins,2,0
2015-06-03,Colorado Rockies,Los Angeles Dodgers,6,7
2015-06-03,Detroit Tigers,Oakland Athletics,6,1
2015-06-03,Houston Astros,Baltimore Orioles,1,3
2015-06-03,Kansas City Royals,Cleveland Indians,2,4
2015-06-03,Miami Marlins,Chicago Cubs,3,7
2015-06-03,Philadelphia Phillies,Cincinnati Reds,4,5
2015-06-03,San Diego Padres,New York Mets,3,7
2015-06-03,Seattle Mariners,New York Yankees,3,1
2015-06-03,San Francisco Giants,Pittsburgh Pirates,5,2
2015-06-03,St. Louis Cardinals,Milwaukee Brewers,4,7
2015-06-03,Texas Rangers,Chicago White Sox,9,2
2015-06-03,Washington Nationals,Toronto Blue Jays,8,0
2015-06-04,Arizona D'Backs,New York Mets,6,2
2015-06-04,Boston Red Sox,Minnesota Twins,8,4
2015-06-04,Detroit Tigers,Oakland Athletics,7,5
2015-06-04,Houston Astros,Baltimore Orioles,3,2
2015-06-04,Kansas City Royals,Cleveland Indians,6,2
2015-06-04,Los Angeles Dodgers,St. Louis Cardinals,7,1
2015-06-04,Philadelphia Phillies,Cincinnati Reds,6,4
2015-06-04,Seattle Mariners,Tampa Bay Rays,2,1
2015-06-04,Texas Rangers,Chicago White Sox,1,2
2015-06-04,Washington Nationals,Chicago Cubs,2,1
2015-06-05,Arizona D'Backs,New York Mets,2,7
2015-06-05,Atlanta Braves,Pittsburgh Pirates,1,8
2015-06-05,Boston Red Sox,Oakland Athletics,2,4
2015-06-05,Chicago White Sox,Detroit Tigers,3,4
2015-06-05,Cincinnati Reds,San Diego Padres,6,2
2015-06-05,Cleveland Indians,Baltimore Orioles,5,2
2015-06-05,Colorado Rockies,Miami Marlins,6,2
2015-06-05,Kansas City Royals,Texas Rangers,4,0
2015-06-05,Los Angeles Dodgers,St. Louis Cardinals,2,1
2015-06-05,Minnesota Twins,Milwaukee Brewers,1,5
2015-06-05,New York Yankees,LA Angels of Anaheim,7,8
2015-06-05,Philadelphia Phillies,San Francisco Giants,5,4
2015-06-05,Seattle Mariners,Tampa Bay Rays,1,0
2015-06-05,Toronto Blue Jays,Houston Astros,2,6
2015-06-05,Washington Nationals,Chicago Cubs,5,7
2015-06-06,Arizona D'Backs,New York Mets,1,2
2015-06-06,Atlanta Braves,Pittsburgh Pirates,4,5
2015-06-06,Boston Red Sox,Oakland Athletics,2,4
2015-06-06,Chicago White Sox,Detroit Tigers,7,1
2015-06-06,Cincinnati Reds,San Diego Padres,9,7
2015-06-06,Cleveland Indians,Baltimore Orioles,1,2
2015-06-06,Colorado Rockies,Miami Marlins,5,0
2015-06-06,Kansas City Royals,Texas Rangers,4,2
2015-06-06,Los Angeles Dodgers,St. Louis Cardinals,0,2
2015-06-06,Minnesota Twins,Milwaukee Brewers,4,2
2015-06-06,New York Yankees,LA Angels of Anaheim,2,8
2015-06-06,Philadelphia Phillies,San Francisco Giants,7,5
2015-06-06,Seattle Mariners,Tampa Bay Rays,1,2
2015-06-06,Toronto Blue Jays,Houston Astros,2,7
2015-06-06,Washington Nationals,Chicago Cubs,4,2
2015-06-07,Arizona D'Backs,New York Mets,6,3
2015-06-07,Atlanta Braves,Pittsburgh Pirates,3,0
2015-06-07,Boston Red Sox,Oakland Athletics,4,7
2015-06-07,Chicago White Sox,Detroit Tigers,6,4
2015-06-07,Cincinnati Reds,San Diego Padres,0,4
2015-06-07,Cleveland Indians,Baltimore Orioles,7,3
2015-06-07,Colorado Rockies,Miami Marlins,3,2
2015-06-07,Kansas City Royals,Texas Rangers,3,4
2015-06-07,Los Angeles Dodgers,St. Louis Cardinals,4,2
2015-06-07,Minnesota Twins,Milwaukee Brewers,0,2
2015-06-07,New York Yankees,LA Angels of Anaheim,2,6
2015-06-07,Philadelphia Phillies,San Francisco Giants,4,6
2015-06-07,Seattle Mariners,Tampa Bay Rays,3,1
2015-06-07,Toronto Blue Jays,Houston Astros,6,7
2015-06-07,Washington Nationals,Chicago Cubs,6,3
2015-06-08,Atlanta Braves,San Diego Padres,5,3
2015-06-08,Chicago White Sox,Houston Astros,1,3
2015-06-08,Cincinnati Reds,Philadelphia Phillies,4,6
2015-06-08,Colorado Rockies,St. Louis Cardinals,3,1
2015-06-08,Los Angeles Dodgers,Arizona D'Backs,3,9
2015-06-08,Minnesota Twins,Kansas City Royals,3,1
2015-06-08,Pittsburgh Pirates,Milwaukee Brewers,2,0
2015-06-08,Toronto Blue Jays,Miami Marlins,3,1
2015-06-09,Atlanta Braves,San Diego Padres,5,6
2015-06-09,Baltimore Orioles,Boston Red Sox,0,1
2015-06-09,Chicago White Sox,Houston Astros,2,4
2015-06-09,Cincinnati Reds,Philadelphia Phillies,2,1
2015-06-09,Cleveland Indians,Seattle Mariners,3,2
2015-06-09,Colorado Rockies,St. Louis Cardinals,3,4
2015-06-09,Detroit Tigers,Chicago Cubs,0,6
2015-06-09,Los Angeles Dodgers,Arizona D'Backs,1,3
2015-06-09,Minnesota Twins,Kansas City Royals,2,0
2015-06-09,New York Yankees,Washington Nationals,1,6
2015-06-09,New York Mets,San Francisco Giants,5,0
2015-06-09,Oakland Athletics,Texas Rangers,2,1
2015-06-09,Pittsburgh Pirates,Milwaukee Brewers,4,1
2015-06-09,Tampa Bay Rays,LA Angels of Anaheim,8,2
2015-06-09,Toronto Blue Jays,Miami Marlins,3,4
2015-06-10,Atlanta Braves,San Diego Padres,1,4
2015-06-10,Baltimore Orioles,Boston Red Sox,2,5
2015-06-10,Chicago White Sox,Houston Astros,1,4
2015-06-10,Cincinnati Reds,Philadelphia Phillies,2,5
2015-06-10,Cleveland Indians,Seattle Mariners,9,3
2015-06-10,Colorado Rockies,St. Louis Cardinals,4,2
2015-06-10,Detroit Tigers,Chicago Cubs,1,3
2015-06-10,Los Angeles Dodgers,Arizona D'Backs,6,7
2015-06-10,Minnesota Twins,Kansas City Royals,7,2
2015-06-10,New York Yankees,Washington Nationals,5,4
2015-06-10,New York Mets,San Francisco Giants,8,5
2015-06-10,Oakland Athletics,Texas Rangers,4,5
2015-06-10,Pittsburgh Pirates,Milwaukee Brewers,0,2
2015-06-10,Tampa Bay Rays,LA Angels of Anaheim,2,4
2015-06-10,Toronto Blue Jays,Miami Marlins,2,7
2015-06-11,Atlanta Braves,San Diego Padres,6,4
2015-06-11,Baltimore Orioles,Boston Red Sox,5,6
2015-06-11,Chicago Cubs,Cincinnati Reds,3,6
2015-06-11,Cleveland Indians,Seattle Mariners,0,6
2015-06-11,Miami Marlins,Colorado Rockies,0,6
2015-06-11,Milwaukee Brewers,Washington Nationals,5,6
2015-06-11,New York Mets,San Francisco Giants,4,5
2015-06-11,Oakland Athletics,Texas Rangers,0,7
2015-06-11,Tampa Bay Rays,LA Angels of Anaheim,6,2
2015-06-12,LA Angels of Anaheim,Oakland Athletics,4,5
2015-06-12,Baltimore Orioles,New York Yankees,3,1
2015-06-12,Boston Red Sox,Toronto Blue Jays,1,0
2015-06-12,Chicago Cubs,Cincinnati Reds,5,4
2015-06-12,Detroit Tigers,Cleveland Indians,0,4
2015-06-12,Houston Astros,Seattle Mariners,0,0
2015-06-12,Miami Marlins,Colorado Rockies,1,5
2015-06-12,Milwaukee Brewers,Washington Nationals,4,8
2015-06-12,New York Mets,Atlanta Braves,3,5
2015-06-12,Pittsburgh Pirates,Philadelphia Phillies,0,1
